塝,4,148,122,243,247,35,12,5
塞,3,172,80,245,235,21,24,6
塠,4,107,156,249,239,34,13,7
塡,5,142,141,244,243,25,21,9
塥,5,158,136,242,241,34,12,7
塩,4,134,112,242,237,27,19,9
填,3,108,108,244,243,26,19,7
塬,4,103,143,249,241,32,15,7
塱,2,87,101,236,238,28,14,7
塽,5,122,161,247,246,31,16,6
塾,4,145,100,245,236,22,22,7
塿,2,67,112,250,243,24,24,10
墀,7,113,144,245,238,23,22,9
墁,6,165,114,246,235,23,20,11
境,2,109,89,243,242,27,19,6
墅,3,121,102,240,232,18,24,8
墈,2,64,110,240,236,22,23,8
墉,2,68,112,247,244,25,23,10
墐,2,64,111,246,238,25,20,6
墒,5,124,139,244,247,34,13,7
墓,2,114,75,243,237,23,22,6
増,3,93,112,236,246,25,21,10
墙,5,130,139,248,241,34,13,8
墝,5,151,125,247,242,25,21,6
增,3,104,89,256,245,25,23,8
墟,3,111,138,246,242,26,21,4
墠,4,97,122,245,237,22,22,11
墦,2,67,113,246,242,23,22,7
墨,6,157,90,229,228,18,21,11
墩,4,115,154,249,241,26,21,7
墫,1,62,61,243,238,23,22,10
墬,3,122,114,241,239,30,15,5
墰,3,111,115,249,243,33,14,10
墵,7,179,104,247,241,34,12,8
墺,4,128,141,246,243,25,22,5
壁,4,138,116,242,238,24,22,8
壅,1,62,61,244,239,23,23,6
壆,4,156,94,240,239,32,12,5
壈,4,161,100,249,244,24,23,7
壊,2,70,113,243,245,24,21,6
壌,3,108,118,249,251,25,24,7
壎,8,111,153,247,241,24,22,11
壑,7,201,117,250,235,24,22,11
壒,4,156,113,245,233,24,21,8
壔,6,185,118,248,241,25,21,8
壕,5,174,110,242,243,25,21,7
壖,7,140,126,245,237,23,20,8
壜,9,216,121,245,244,24,22,13
壝,5,119,133,249,242,27,20,11
壡,5,163,138,248,242,22,25,11
壤,3,114,110,251,244,25,23,8
士,1,59,54,229,213,24,12,2
壬,1,59,55,230,216,21,15,2
壭,2,111,60,218,247,33,8,3
壮,3,68,132,237,235,28,15,4
声,2,115,59,237,245,23,22,5
壱,3,157,59,226,229,19,19,4
売,4,166,89,234,241,22,21,5
壳,4,212,58,236,240,22,22,5
壴,3,160,56,242,230,23,20,5
壶,5,199,98,239,232,34,10,6
壸,5,196,93,230,239,33,11,7
壹,4,215,59,230,238,20,22,7
壿,3,75,126,246,246,33,14,9
夂,1,59,59,232,231,26,15,3
处,2,84,109,243,234,30,12,4
夅,2,118,70,240,248,24,22,5
夆,2,117,70,240,248,25,22,4
备,1,62,63,244,246,35,12,8
変,4,151,100,232,246,22,21,6
夊,1,59,59,230,232,24,15,3
夌,2,123,71,240,242,24,22,4
复,1,46,62,180,242,14,12,5
夏,1,59,58,232,225,17,19,6
夓,4,149,129,238,241,18,25,9
夔,3,140,93,244,244,21,25,9
夕,1,52,59,202,231,23,11,3
外,1,62,59,241,232,26,17,4
夗,2,64,114,250,240,34,12,3
夙,2,94,103,245,224,22,18,4
多,2,101,74,216,242,20,17,5
夜,2,72,71,244,242,25,20,4
够,2,68,122,246,245,32,15,5
夣,3,164,60,233,243,20,24,8
夤,2,119,66,238,247,21,24,9
夥,2,96,99,250,246,20,26,9
大,1,61,60,239,234,28,14,2
天,1,62,55,244,214,18,16,2
太,2,78,76,243,237,30,15,3
夫,1,59,61,231,239,25,16,2
夬,1,60,61,234,239,26,17,3
夭,1,60,58,233,228,23,16,2
央,1,60,61,235,240,26,17,4
夯,1,62,61,243,238,23,21,3
失,1,60,61,236,237,23,18,2
头,3,89,89,240,246,36,9,4
夶,2,67,121,247,237,27,17,3
夷,1,61,61,237,240,20,25,4
夸,2,119,60,248,244,26,21,4
夹,2,72,77,244,247,37,10,3
夺,3,132,87,248,247,38,10,4
夼,3,76,140,248,248,38,10,4
奁,2,93,90,245,243,37,11,3
奂,1,61,63,239,248,34,12,5
奄,1,62,62,243,241,24,23,7
奇,3,137,81,240,242,25,20,5
奈,4,156,92,242,246,26,21,5
奉,2,106,77,241,243,22,23,4
奋,1,63,62,245,244,37,10,6
奌,1,63,63,247,247,40,8,3
奎,2,124,58,246,233,22,23,4
奏,1,62,62,243,242,23,22,3
契,3,116,92,233,244,23,19,4
奓,3,157,86,248,243,25,23,6
奔,2,121,67,243,244,26,19,4
奕,3,93,90,231,244,22,21,4
奖,4,131,112,246,245,34,12,5
套,1,61,64,239,249,24,22,3
奘,3,119,99,236,245,22,22,4
奚,4,152,98,237,242,25,18,5
奜,3,114,102,244,244,33,13,4
奠,1,62,63,244,248,25,22,7
奡,2,70,77,246,236,20,23,6
奢,1,63,63,247,247,22,26,7
奣,1,64,60,252,234,18,24,6
奥,3,141,88,243,246,26,20,4
奨,8,190,133,240,248,26,21,9
奫,4,134,103,247,246,27,21,5
奬,4,155,108,241,246,24,22,7
奭,1,62,61,241,240,21,23,6
奰,4,164,81,243,246,30,16,14
女,1,60,57,234,224,26,14,3
奴,2,69,117,245,240,26,18,5
奶,2,67,118,241,238,25,19,4
奸,2,62,118,240,239,27,17,4
她,1,63,61,245,239,24,21,3
好,2,62,116,237,230,25,15,4
妁,3,78,139,230,240,25,19,5
如,2,55,109,225,233,24,16,5
妃,2,61,115,240,236,26,16,4
妄,1,61,62,240,242,25,20,3
妅,2,69,117,250,245,36,12,4
妆,3,75,140,247,245,35,11,5
妇,2,62,116,235,246,37,9,4
妈,3,96,128,248,248,37,11,5
妉,2,81,95,249,245,34,13,4
妊,2,62,116,240,235,26,17,4
妍,2,64,118,242,238,25,19,5
妏,3,82,127,250,247,37,11,6
妒,2,68,121,238,239,24,20,5
妓,2,68,123,243,240,25,20,5
妖,2,69,121,246,239,25,20,4
妗,3,95,119,249,244,27,20,6
妙,5,97,179,242,241,25,19,7
妚,3,81,139,243,250,33,14,5
妞,2,73,118,248,245,34,13,6
妣,3,63,179,240,239,25,19,5
妤,2,66,121,246,240,24,20,4
妥,5,150,92,242,242,28,17,7
妨,2,70,120,241,236,24,19,4
妩,2,73,122,250,246,34,14,4
妪,3,88,160,247,245,34,13,5
妫,3,82,137,248,245,33,14,5
妮,3,89,154,243,241,23,22,6
妯,2,59,121,237,239,25,19,8
妲,3,93,112,242,241,24,21,7
妳,3,88,109,244,241,23,21,5
妵,3,78,124,251,244,34,13,5
妸,3,85,150,248,244,33,14,6
妹,2,67,121,240,239,24,19,4
妺,1,63,62,246,242,23,23,3
妻,1,62,62,241,243,22,24,5
妽,2,61,126,243,246,33,14,8
妾,2,118,62,232,242,22,21,5
姁,1,60,62,233,244,24,21,4
姄,2,66,120,244,241,22,23,6
姅,4,93,157,249,247,33,14,6
姆,4,86,146,244,238,22,22,8
姊,2,63,124,241,241,24,21,5
始,3,89,118,238,239,24,19,6
姐,2,65,116,238,233,23,19,7
姑,2,62,120,240,234,25,18,5
姒,4,98,182,250,236,27,18,6
姓,2,66,121,239,240,25,19,4
委,2,116,64,235,241,22,22,4
姗,2,72,120,251,237,28,16,6
姘,3,78,138,249,245,35,13,6
姚,4,70,192,239,235,23,20,6
姜,1,59,63,232,248,20,24,3
姝,2,65,123,246,242,22,24,4
姞,3,94,116,242,245,25,21,6
姣,5,131,139,240,242,25,20,7
姤,3,95,148,244,236,24,20,6
姥,1,62,61,241,239,22,22,4
姧,3,95,121,243,241,24,22,6
姨,2,66,124,247,243,22,25,6
姫,2,61,120,240,241,23,21,7
姬,2,64,121,246,244,33,15,6
姮,4,132,105,243,236,25,19,8
姱,3,96,121,243,245,24,22,6
姵,3,89,174,246,244,32,15,5
姸,3,63,174,242,238,25,19,5
姹,4,113,126,245,241,32,13,6
姺,2,71,125,249,246,33,15,4
姻,3,81,156,235,233,23,19,6
姽,3,97,161,248,247,34,14,6
姿,3,93,92,236,245,24,21,5
娀,4,91,168,245,244,26,20,6
威,2,73,70,244,242,24,22,4
娂,4,102,139,249,246,35,13,7
娃,3,103,119,244,237,25,20,5
娄,1,60,62,234,242,21,21,4
娅,3,77,140,250,244,33,14,6
娆,3,111,125,249,245,34,13,5
娇,1,64,63,251,248,35,13,4
娈,3,95,96,236,244,33,12,6
娉,3,94,119,242,242,24,21,9
娌,2,67,117,245,236,22,22,8
娑,7,143,134,238,238,24,18,9
娓,3,97,159,247,234,22,23,6
娘,2,65,122,242,242,22,22,6
娚,2,62,119,233,237,22,21,8
娜,3,63,177,243,237,21,23,7
娟,3,86,116,231,238,23,20,8
娠,3,91,124,241,239,21,22,5
娣,2,65,124,241,243,22,24,6
娥,3,74,132,244,238,24,20,5
娩,2,79,83,244,245,23,22,7
娭,2,68,123,247,242,23,22,4
娯,5,120,150,241,239,24,20,8
娱,3,97,122,248,245,34,13,6
娲,2,63,124,246,245,33,14,6
娴,5,88,219,246,242,31,15,7
娵,1,63,61,245,239,21,24,7
娶,2,120,61,235,233,20,22,8
娸,4,100,142,247,249,34,13,9
娼,3,89,116,235,240,24,21,9
婀,4,73,212,241,237,21,23,7
婆,5,145,101,235,243,22,22,9
婉,3,84,162,240,245,23,23,6
婊,1,63,63,247,245,33,14,4
婐,2,66,122,244,241,20,25,8
婕,1,64,62,249,242,23,24,5
婙,2,66,125,247,245,33,13,6
婚,2,63,121,244,239,22,22,7
婞,2,63,123,243,243,23,22,5
婢,2,62,124,240,245,22,23,9
婤,4,111,168,247,247,33,14,7
婥,2,62,123,244,242,24,22,6
婧,3,92,119,242,241,23,23,7
婨,4,121,129,247,246,34,13,9
婪,3,122,95,238,241,22,22,5
婬,5,118,143,240,236,24,19,7
婮,2,69,122,247,245,33,13,6
婳,4,124,148,248,244,32,15,10
婴,5,138,140,242,244,29,16,7
婵,3,74,137,249,245,32,15,9
婶,2,94,111,247,246,33,15,9
婷,5,144,122,242,245,24,23,8
婹,3,110,127,250,245,32,16,10
婺,1,61,62,240,244,21,25,5
婼,4,109,126,251,245,34,13,6
婽,4,89,178,249,245,34,14,8
婿,3,93,120,239,238,21,21,7
媁,3,102,125,249,247,34,14,7
媄,3,100,124,244,247,25,22,5
媅,3,79,139,246,247,33,13,8
媊,6,110,201,248,245,34,13,10
媏,3,100,125,246,247,34,14,5
媒,2,67,121,242,239,23,20,6
媕,4,137,128,248,248,35,13,7
媖,3,104,128,245,246,22,24,7
媚,3,91,157,233,241,22,22,10
媛,6,131,141,241,243,22,23,9
媞,3,100,116,247,239,23,22,7
媟,2,67,123,247,243,23,23,5
媠,2,91,95,243,246,23,24,7
媢,5,122,127,235,241,23,21,10
媩,2,70,122,246,245,33,13,7
媪,3,100,118,250,244,33,14,10
媬,2,67,122,248,244,25,22,5
媭,6,168,127,235,244,31,11,8
媮,5,120,167,250,246,34,14,9
媰,5,158,177,242,248,32,14,7
媲,5,117,165,243,244,23,23,8
媳,6,107,165,249,238,23,22,11
媵,1,64,61,249,238,21,25,7
媸,2,63,122,243,241,22,23,6
媺,4,97,177,246,240,22,23,7
媻,4,132,106,246,248,23,25,8
媾,1,62,62,243,243,22,24,9
嫁,2,63,121,243,238,23,21,6
嫂,2,66,123,243,245,22,24,5
嫄,4,93,152,251,237,21,24,8
嫈,7,175,127,231,243,20,22,9
嫉,4,101,182,242,244,23,21,5
嫌,2,70,124,246,243,22,24,9
嫏,2,62,120,246,239,22,23,7
嫐,3,64,182,243,238,20,24,10
嫒,7,171,155,249,244,32,15,10
嫔,4,141,125,247,244,33,13,7
嫕,7,146,184,250,244,32,15,9
嫖,6,160,136,245,235,22,22,12
嫘,4,94,152,242,244,31,16,10
嫙,4,107,174,250,244,33,14,6
嫚,4,139,117,253,244,23,23,12
嫜,3,101,122,244,245,24,23,8
嫠,3,170,94,245,246,22,25,6
嫡,1,62,62,243,241,23,23,5
嫣,6,89,160,240,235,22,21,8
嫦,4,105,136,242,243,24,21,7
嫩,3,73,185,246,244,23,24,8
嫪,6,170,171,247,240,23,23,8
嫫,3,112,126,248,245,32,15,7
嫬,7,110,181,251,246,33,15,10
嫭,5,141,182,250,247,33,15,7
嫮,8,168,132,245,236,22,23,10
嫱,4,124,120,249,242,32,14,8
嫽,4,94,148,250,241,24,23,9
嬅,3,109,127,251,246,33,15,9
嬉,4,129,117,240,243,24,22,9
嬔,3,91,116,250,245,31,16,8
嬖,3,120,109,240,244,23,23,8
嬗,6,186,122,247,237,23,22,12
嬛,4,139,115,246,240,22,23,10
嬢,3,107,127,247,246,22,24,8
嬦,7,214,137,249,246,34,14,11
嬫,7,163,177,249,243,32,15,9
嬬,7,134,133,241,237,21,23,9
嬲,3,68,183,245,241,20,26,13
嬴,5,161,123,250,244,24,23,10
嬷,6,158,218,248,248,31,17,8
嬹,5,114,155,250,243,30,16,9
嬿,8,125,210,251,244,32,16,13
孀,7,139,135,246,240,21,23,12
孄,4,93,169,246,244,29,17,13
孅,3,98,87,249,241,21,25,7
孏,4,119,176,250,248,32,16,13
子,1,61,56,239,220,21,16,2
孑,1,56,58,221,225,21,14,2
孓,1,55,61,216,238,26,7,2
孔,2,58,113,236,222,22,16,3
孕,1,59,59,231,230,22,17,2
孖,1,62,59,243,231,24,16,2
字,2,117,64,235,234,25,18,3
存,2,102,104,241,240,27,19,3
孙,4,75,181,244,238,33,12,5
孚,4,134,84,233,232,26,15,5
孛,2,116,66,233,241,24,20,3
孜,2,72,120,242,238,25,19,4
孝,1,61,62,237,243,25,21,3
孟,2,120,56,242,227,27,14,6
孢,2,70,121,248,244,34,14,4
季,2,120,65,242,240,23,21,3
孤,2,71,119,247,233,22,20,3
孥,2,94,88,245,242,23,22,5
学,2,121,67,241,240,26,19,3
孩,3,106,138,247,240,25,21,4
孪,4,159,96,245,247,37,10,5
孬,4,148,120,246,248,36,12,6
孭,4,97,143,244,240,33,12,8
孰,4,121,115,245,239,22,22,6
孱,2,109,106,249,235,21,24,4
孳,2,122,63,243,247,23,24,3
孵,7,113,224,252,241,21,26,8
孶,2,123,64,241,248,33,13,3
孺,7,142,134,247,239,23,23,8
孻,7,142,154,250,245,34,14,13
孽,4,180,91,243,246,21,25,8
宀,1,57,29,224,113,0,0,2
宁,2,112,57,220,239,24,16,3
它,2,102,63,216,229,22,16,3
宄,2,117,67,233,239,24,17,3
宅,2,114,65,228,234,24,17,3
宇,2,117,63,237,238,23,20,3
守,3,130,81,235,235,26,16,4
安,2,117,68,233,242,26,18,4
宊,3,130,78,237,240,25,18,4
宋,2,116,68,237,240,25,19,3
完,3,156,57,236,241,24,19,4
宍,4,167,86,235,236,26,17,5
宏,3,161,96,237,241,27,18,4
宓,5,155,111,245,239,27,18,6
宕,2,117,59,234,242,26,18,4
宗,5,195,96,236,238,25,19,6
官,2,95,67,223,243,23,18,5
宙,2,102,68,223,240,23,18,7
定,2,115,64,232,243,27,17,3
宛,2,90,106,244,241,25,21,4
宜,2,116,64,235,236,25,18,6
宝,3,125,71,220,227,22,15,4
实,5,152,97,240,248,35,11,6
実,2,119,69,237,242,21,22,3
宠,3,131,79,242,246,36,10,4
审,2,101,69,223,246,31,10,7
客,2,119,69,241,240,23,21,5
宣,4,199,59,240,235,24,20,7
室,2,120,64,242,236,25,20,4
宥,2,115,67,235,244,22,22,5
宦,2,103,64,218,242,22,19,6
宧,2,107,64,227,243,33,10,5
宨,5,133,137,223,241,23,17,6
宩,4,140,92,243,239,25,19,5
宪,2,117,69,234,245,33,11,3
宫,4,146,68,227,247,34,8,7
宬,3,128,76,236,241,23,21,4
宰,2,115,69,231,242,21,21,4
害,3,159,66,236,245,22,23,5
宴,2,120,68,242,247,24,22,6
宵,4,123,92,222,244,22,19,7
家,2,115,65,228,237,19,21,3
宸,2,94,67,241,243,23,22,3
容,4,160,95,244,243,26,19,7
宽,5,210,110,224,248,31,11,6
宾,5,168,87,234,247,34,9,7
宿,3,115,111,239,241,25,21,6
寀,5,192,93,248,246,25,21,6
寁,2,120,68,239,245,21,25,5
寂,5,150,141,246,239,25,21,7
寄,3,145,84,240,237,21,23,6
寅,2,119,66,237,243,21,22,7
密,6,192,109,233,245,23,22,7
寇,3,140,70,240,241,24,19,4
富,4,187,59,230,244,24,20,10
寎,2,99,107,238,245,21,24,5
寐,3,118,112,236,244,24,19,4
寒,3,105,76,237,243,20,24,7
寓,2,112,67,223,242,20,22,8
寔,3,151,64,242,242,23,22,6
寖,7,223,110,242,244,25,21,9
寗,6,202,105,243,244,23,23,11
寘,3,152,84,233,249,21,22,8
寙,4,133,129,250,242,27,21,5
寛,1,61,62,239,243,22,22,7
寝,6,196,130,239,245,25,22,8
寞,1,62,63,241,245,21,25,6
察,4,158,97,243,240,22,23,8
寠,2,121,70,243,246,22,25,10
寡,2,120,67,241,245,24,21,7
寤,3,111,106,243,243,24,23,6
寥,5,224,107,241,246,23,23,6
寨,1,61,61,239,240,20,24,6
寪,9,193,132,235,246,34,11,12
寮,3,100,89,244,243,23,23,7
寰,4,223,63,242,247,22,24,9
寸,2,72,74,224,223,29,8,3
对,3,76,128,249,240,37,8,4
寺,2,72,75,231,239,24,18,3
寻,3,116,78,238,240,36,7,4
导,3,117,74,234,240,33,10,5
対,3,103,116,234,233,26,14,4
寿,2,71,72,232,240,21,22,4
封,4,104,132,233,235,25,15,5
専,1,62,62,241,243,23,22,6
尃,2,119,65,241,245,23,23,7
射,3,75,138,244,238,25,20,7
将,8,152,175,243,240,25,19,9
尉,6,118,171,249,235,23,22,8
尊,1,62,63,242,247,22,24,7
尌,5,111,143,236,242,24,19,7
小,3,54,121,239,219,28,10,4
少,4,105,123,242,236,31,12,5
尓,3,94,113,226,229,24,14,4
尔,4,115,125,231,246,37,8,5
尕,4,121,115,240,233,33,8,5
尖,4,110,94,234,234,28,13,5
尗,3,99,104,232,245,29,14,4
尘,4,111,101,246,236,38,7,5
尙,4,122,119,239,246,35,11,6
尚,4,100,111,200,233,17,16,6
尜,7,163,142,248,245,38,10,8
尝,4,170,73,238,243,35,9,5
尢,1,60,59,233,232,26,15,2
尤,2,75,72,236,239,29,14,3
尥,3,108,132,252,247,36,12,4
尧,1,61,63,240,246,36,10,2
尨,5,158,112,240,238,25,19,6
尩,5,121,166,246,233,27,17,6
尪,2,96,109,252,247,36,13,3
尬,5,137,185,254,238,29,18,6
尭,1,60,61,233,237,23,20,3
尰,2,73,121,254,238,22,24,7
就,6,130,156,242,241,26,19,8
尲,2,113,97,254,238,23,24,9
尴,5,110,148,249,245,31,16,9
尶,5,157,130,250,238,21,25,12
尸,1,54,56,212,220,20,14,3
尹,1,61,57,238,223,20,18,4
尺,1,62,58,243,226,23,16,3
尻,2,106,98,241,229,20,19,4
尼,2,94,92,234,220,21,16,4
尽,3,111,80,243,222,23,16,5
尾,2,104,99,240,226,19,21,4
尿,3,112,131,241,230,20,21,5
局,2,83,79,231,231,21,19,5
屁,3,107,134,242,230,21,20,5
层,3,144,96,244,240,35,9,5
屃,4,143,141,224,245,33,12,6
屄,5,163,138,244,245,35,11,7
居,1,62,60,241,234,21,21,5
屇,2,98,100,231,243,34,12,8
屈,2,102,101,233,235,20,22,4
屉,2,105,99,236,230,30,12,5
届,2,98,96,225,228,20,20,8
屋,1,62,57,243,224,19,22,4
屌,2,99,106,231,246,34,12,5
屎,4,126,119,241,229,19,21,6
屏,1,61,61,240,237,21,20,5
屐,4,131,151,245,232,19,22,7
屑,1,63,59,247,230,19,23,6
展,1,62,61,243,238,17,26,6
屖,4,151,120,234,242,33,12,6
屘,3,121,154,250,239,32,13,5
屙,4,119,171,240,234,20,23,7
屛,3,103,144,235,232,21,18,5
屝,3,100,156,241,247,34,13,5
属,2,105,106,239,237,19,24,7
屠,1,60,58,233,228,15,22,10
屡,3,153,110,239,236,19,24,6
屣,3,125,120,242,236,20,23,5
履,2,78,75,243,237,19,24,7
屦,5,136,171,237,242,30,15,8
屧,4,128,157,244,236,19,24,7
屩,6,174,166,244,236,18,25,11
屪,4,142,136,242,247,32,15,9
屫,4,158,146,248,241,31,16,8
屮,1,49,60,191,236,17,12,2
屯,1,61,59,237,231,28,14,2
山,1,55,58,215,226,23,11,2
屴,2,102,62,214,234,21,16,3
屹,3,91,116,238,230,24,18,4
屺,2,59,108,237,220,21,17,3
屼,4,102,158,241,228,21,18,5
屿,3,87,123,234,246,29,14,4
岀,2,102,60,205,237,26,8,3
岁,2,102,66,213,245,33,9,3
岂,2,97,60,199,235,23,7,3
岊,2,100,56,208,226,11,18,5
岌,2,109,60,234,240,23,20,5
岍,2,71,111,238,247,30,15,4
岐,2,67,111,234,237,22,20,4
岑,2,106,62,245,242,24,20,4
岒,2,93,83,243,241,24,20,4
岔,2,113,64,244,239,29,16,3
岖,3,83,145,235,235,30,14,4
岗,3,133,89,199,247,24,10,4
岘,4,103,165,239,246,27,17,5
岙,2,108,76,245,237,36,10,3
岚,3,136,90,240,245,36,10,4
岛,3,97,94,213,249,30,9,4
岝,2,109,63,230,239,25,18,3
岢,3,134,76,240,238,27,17,5
岣,3,78,139,231,239,24,20,5
岧,3,143,61,208,241,21,17,5
岨,2,67,110,238,226,20,19,6
岩,2,110,57,241,240,27,17,4
岫,2,56,114,231,238,23,19,7
岬,2,56,109,227,225,17,19,7
岭,3,114,89,245,239,24,21,4
岱,4,125,112,239,242,29,16,5
岳,1,62,60,242,236,23,19,3
岵,2,60,112,240,237,25,19,4
岷,2,64,112,243,227,19,21,5
岸,3,152,89,238,242,26,19,4
岹,3,91,112,234,241,29,13,5
岽,3,103,96,233,247,34,11,4
岿,4,111,127,214,247,30,10,5
峀,2,100,66,211,245,28,10,7
峁,3,98,107,219,245,30,11,4
峂,4,95,118,240,243,30,15,6
峄,2,99,88,240,243,30,15,4
峇,2,104,61,244,243,25,21,5
峋,3,79,145,231,239,22,21,6
峒,4,94,144,231,233,19,22,6
峓,2,69,113,240,244,28,17,5
峙,2,72,75,237,241,21,21,3
峞,2,97,89,234,245,34,12,4
峠,2,76,75,233,238,21,20,3
峡,3,81,87,240,240,21,23,4
峣,2,99,95,239,245,29,15,3
峤,2,66,110,239,243,29,15,3
峥,2,63,114,240,244,28,16,5
峦,4,139,95,231,245,34,10,5
峨,2,71,71,242,235,21,21,4
峪,4,95,139,248,240,24,21,7
峭,3,71,136,246,241,22,23,6
峰,3,98,120,242,245,22,23,5
峱,3,100,118,244,238,23,22,6
峹,5,199,101,248,247,37,11,6
峻,2,98,93,239,241,22,21,4
峿,3,92,107,241,242,29,15,6
崀,2,103,65,219,245,26,11,5
崁,3,122,101,243,242,26,20,4
崂,4,141,115,241,244,28,17,5
崃,2,70,75,238,244,27,16,3
崄,5,146,120,240,236,29,14,6
崆,3,102,112,242,234,24,20,4
崇,6,234,90,229,241,22,20,7
崋,2,113,59,245,243,22,24,7
崌,2,69,109,234,244,27,16,5
崎,3,112,102,237,239,21,22,5
崏,3,88,113,235,246,28,16,7
崒,4,188,82,241,245,27,19,5
崓,3,78,154,227,242,27,15,6
崔,2,111,64,237,245,23,22,6
崖,4,204,96,238,244,24,21,5
崚,3,104,121,243,246,23,22,5
崛,3,95,153,235,236,20,22,5
崞,4,127,111,238,246,30,15,6
崟,1,62,61,242,238,26,20,3
崠,2,64,112,244,238,20,24,7
崤,3,98,120,241,243,22,23,6
崦,2,63,112,245,238,21,24,8
崧,5,160,130,250,243,26,21,6
崩,3,103,100,218,240,23,18,8
崭,3,118,111,244,246,34,13,4
崮,3,135,96,204,244,23,12,6
崯,3,82,92,239,241,29,15,5
崱,5,112,140,231,244,26,19,9
崳,4,99,148,241,247,30,15,8
崴,2,114,65,245,246,24,23,4
崶,5,147,124,228,246,33,10,6
崽,6,165,95,239,243,23,22,11
崿,5,125,119,242,236,20,22,8
嵂,3,131,79,246,244,24,22,6
嵄,3,105,115,236,244,29,14,4
嵇,4,110,130,245,241,24,22,5
嵊,4,94,151,245,235,19,24,5
嵋,3,87,150,234,234,19,22,9
嵌,3,120,104,245,242,24,22,6
嵎,2,59,112,238,233,19,22,7
嵓,4,136,78,219,241,24,16,8
嵘,4,146,120,240,243,27,16,5
嵙,4,139,79,242,242,24,21,5
嵚,4,149,116,235,246,33,12,5
嵛,4,106,117,245,247,35,12,7
嵝,3,83,85,241,246,27,18,6
嵞,5,151,116,238,244,34,11,6
嵡,6,218,110,241,246,23,22,7
嵩,5,221,71,241,242,26,19,8
嵫,5,114,165,239,236,28,14,6
嵬,1,61,62,237,242,21,22,7
嵯,1,61,60,240,235,21,22,2
嵴,5,114,142,239,249,27,18,9
嵼,5,146,156,239,247,29,15,6
嵾,5,226,87,243,243,24,22,6
嶂,2,102,93,243,245,22,23,6
嶋,6,86,157,235,245,20,23,9
嶌,5,91,101,230,245,22,21,8
嶒,4,106,93,247,238,21,22,9
嶓,1,62,62,242,242,20,25,6
嶖,6,143,138,238,247,29,15,8
嶙,4,99,155,242,243,20,24,7
嶝,5,146,115,245,233,23,21,7
嶞,4,134,109,216,248,25,14,8
嶡,5,145,160,236,247,33,13,7
嶨,4,141,93,243,237,32,12,5
嶪,3,117,75,233,248,31,13,4
嶫,4,81,135,245,246,22,24,6
嶭,4,112,122,217,248,27,11,7
嶰,3,83,120,249,244,21,27,9
嶲,3,165,58,241,240,22,24,7
嶷,3,118,109,241,245,25,20,4
巂,5,196,88,227,247,30,15,12
巃,4,135,104,242,243,25,21,9
巅,7,175,152,234,246,31,14,12
巆,8,162,161,238,247,29,16,11
巇,5,114,193,252,245,23,24,8
巉,2,69,71,245,254,22,25,9
巌,2,89,100,240,243,22,23,9
巍,3,118,109,243,245,22,23,10
巓,9,213,145,243,248,23,23,16
巘,7,118,230,250,246,22,24,11
巚,7,172,154,242,249,34,14,11
巛,3,56,161,217,209,18,12,4
巜,2,42,118,180,232,21,4,3
川,3,31,158,219,219,24,11,4
州,6,61,237,215,231,20,18,7
巟,4,106,128,243,246,37,9,5
巠,5,162,104,238,224,24,15,6
巡,5,120,182,240,224,25,15,6
巢,4,98,97,237,247,25,20,9
巣,3,81,83,235,242,24,20,8
巤,9,196,154,248,252,25,23,14
工,1,59,45,231,177,12,10,2
左,1,59,58,229,227,25,16,2
巧,2,63,100,242,221,22,16,3
巨,1,54,58,211,226,15,15,3
巩,3,89,152,253,221,24,15,4
巫,1,59,53,232,208,18,16,2
差,1,61,60,237,234,24,20,2
巯,6,132,176,250,244,34,13,7
己,1,55,53,216,208,17,12,2
已,1,55,54,217,213,15,15,2
巳,1,55,54,214,212,13,15,3
巴,1,55,54,215,213,11,17,4
巷,1,63,62,248,241,23,24,5
巻,1,62,61,244,240,23,23,4
巽,4,138,94,240,233,20,21,6
巾,1,51,61,201,237,19,15,2
巿,1,58,63,227,248,33,10,2
币,1,51,63,198,246,25,8,2
市,1,61,61,239,238,25,18,2
布,1,62,63,243,245,27,19,2
帄,2,65,123,243,247,33,12,3
帅,3,61,159,230,247,33,12,4
帆,2,69,120,244,242,22,23,3
师,3,67,160,242,246,31,15,4
希,1,62,63,241,245,23,23,4
帏,2,61,127,234,249,28,17,4
帐,2,62,125,237,246,28,16,3
帑,2,85,94,239,242,22,22,5
帔,2,68,125,246,245,20,26,5
帕,2,56,124,231,244,23,21,5
帖,2,57,123,234,244,23,20,4
帗,3,80,139,234,248,27,16,5
帘,2,108,69,226,244,22,21,3
帙,2,66,123,246,240,20,24,3
帚,2,121,56,244,235,21,23,3
帛,1,52,62,203,242,15,19,4
帜,4,86,144,231,246,28,15,6
帝,2,101,69,229,243,22,21,4
帟,4,140,95,228,244,20,22,5
帡,3,76,138,240,247,29,15,5
帣,2,73,75,249,250,35,13,5
带,2,119,63,239,246,33,12,3
帧,4,99,165,235,248,28,16,5
帨,2,64,123,242,243,21,24,4
席,1,60,61,236,240,23,21,5
帮,3,106,103,235,244,20,24,4
帯,2,119,59,233,244,19,24,5
帰,4,100,142,241,236,20,22,7
帱,3,79,137,239,244,27,17,6
帷,1,61,62,239,242,21,23,5
常,2,107,67,229,239,24,19,4
帹,5,121,139,242,246,30,15,7
